Date,EFA,CSPX.L,Euclidean,Pearson,Cosine,DTW
2021-01-05,0.010363,0.002515,,,,
2021-01-06,0.011471,0.016122,,,,
2021-01-07,0.001067,0.008248,,,,
2021-01-08,0.00933,0.002449,,,,
2021-01-11,-0.013073,-0.000468,,,,
2021-01-12,0.004549,-0.002028,,,,
2021-01-13,-0.001332,0.002215,,,,
2021-01-14,0.008002,0.0013,,,,
2021-01-15,-0.015613,-0.010307,,,,
2021-01-19,0.007258,0.002125,,,,
2021-01-20,0.006805,0.014843,,,,
2021-01-21,0.000795,0.003121,,,,
2021-01-22,-0.004768,-0.002932,,,,
2021-01-25,-0.001198,-0.00374,,,,
2021-01-26,0.001466,0.007481,,,,
2021-01-27,-0.022881,-0.018064,,,,
2021-01-28,0.006399,0.007615,,,,
2021-01-29,-0.020698,-0.020802,,,,
2021-02-01,0.01188,0.006657,,,,
2021-02-02,0.010102,0.020866,,,,
2021-02-03,0.002433,-0.001574,,,,
2021-02-04,0.001079,0.006669,,,,
2021-02-05,0.006195,0.008242,,,,
2021-02-08,0.00696,0.002598,,,,
2021-02-09,0.00545,0.003353,,,,
2021-02-10,-0.003437,-0.000582,,,,
2021-02-11,0.006766,0.002964,,,,
2021-02-12,0.005534,0.001389,,,,
2021-02-16,0.007207,0.003178,,,,
2021-02-17,-0.005855,-0.006688,,,,
2021-02-18,-0.004973,-0.002455,,,,
2021-02-19,0.002894,0.007713,,,,
2021-02-22,-0.002492,-0.011079,,,,
2021-02-23,0.00092,-0.006391,,,,
2021-02-24,0.003153,0.011326,,,,
2021-02-25,-0.017022,-0.003573,,,,
2021-02-26,-0.01412,-0.012257,,,,
2021-03-01,0.018781,0.014262,,,,
2021-03-02,-0.001061,-0.005076,,,,
2021-03-03,-0.006107,-0.002857,,,,
2021-03-04,-0.009484,-0.010055,,,,
2021-03-05,0.006473,-0.022485,,,,
2021-03-08,-0.003484,0.034688,,,,
2021-03-09,0.013446,0.005238,,,,
2021-03-10,0.004246,0.002898,,,,
2021-03-11,0.005285,0.013788,,,,
2021-03-12,0.002497,-0.0071,,,,
2021-03-15,0.000787,0.004281,,,,
2021-03-16,0.001703,0.006945,,,,
2021-03-17,0.005885,-0.0061,,,,
2021-03-18,-0.0091,0.004284,,,,
2021-03-19,0.002755,-0.009729,,,,
2021-03-22,0.000916,0.005265,,,,
2021-03-23,-0.013856,-0.001529,,,,
2021-03-24,-0.005037,-0.000753,,,,
2021-03-25,0.007461,-0.010624,,,,
2021-03-26,0.012959,0.012591,,,,
2021-03-29,-0.003916,0.004111,,,,
2021-03-30,-0.001311,0.001074,,,,
2021-03-31,-0.004331,0.004963,,,,
2021-04-01,0.013049,0.006552,,,,
2021-04-06,0.003773,0.018788,,,,
2021-04-07,0.002074,-0.00121,,,,
2021-04-08,0.005691,0.003925,,,,
2021-04-09,0.003087,0.002969,,,,
2021-04-12,-0.005514,0.004067,,,,
2021-04-13,0.005802,0.003283,,,,
2021-04-14,0.000769,0.002532,,,,
2021-04-15,0.008326,0.003741,,,,
2021-04-16,0.007241,0.004416,,,,
2021-04-19,-0.001766,-0.003049,,,,
2021-04-20,-0.017941,-0.01055,,,,
2021-04-21,0.010292,0.008746,,,,
2021-04-22,-0.003311,0.005582,,,,
2021-04-23,0.010221,-0.001134,,,,
2021-04-26,0.000759,0.003784,,,,
2021-04-27,-0.003286,-0.001249,,,,
2021-04-28,0.002536,0.001203,,,,
2021-04-29,0.000379,0.00073,,,,
2021-04-30,-0.012516,-0.00226,,,,
2021-05-04,-0.003969,-0.010571,,,,
2021-05-05,0.013625,0.010183,,,,
2021-05-06,0.008242,-0.000732,,,,
2021-05-07,0.011319,0.014151,,,,
2021-05-10,-0.005348,-0.000815,,,,
2021-05-11,-0.013128,-0.01977,,,,
2021-05-12,-0.015964,-0.012748,,,,
2021-05-13,0.007468,0.0033,,,,
2021-05-14,0.016741,0.013543,,,,
2021-05-17,-0.001885,-0.002985,,,,
2021-05-18,0.002141,0.001735,,,,
2021-05-19,-0.008796,-0.017933,,,,
2021-05-20,0.013185,0.018743,,,,
2021-05-21,0.001376,0.003225,,,,
2021-05-24,0.006123,0.007137,,,,
2021-05-25,0.000248,-0.003262,,,,
2021-05-26,-0.000621,0.00153,,,,
2021-05-27,0.001864,0.00228,,,,
2021-05-28,0.002356,0.002275,,,,
2021-06-01,0.003588,-0.001474,,,,
2021-06-02,0.003328,0.002156,,,,
2021-06-03,-0.004915,-0.004326,,,,
2021-06-04,0.00852,0.006177,,,,
2021-06-07,0.003306,-0.000934,,,,
2021-06-08,-0.000488,-0.000421,,,,
2021-06-09,-0.002686,0.003319,,,,
2021-06-10,-0.010772,0.001561,,,,
2021-06-11,0.002351,0.000419,,,,
2021-06-14,0.001728,-0.000232,,,,
2021-06-15,0.001232,0.000977,,,,
2021-06-16,-0.006155,0.001394,,,,
2021-06-17,-0.006936,-0.00464,,,,
2021-06-18,-0.020703,-0.010978,,,,
2021-06-21,0.013118,0.008272,,,,
2021-06-22,0.000126,0.005914,,,,
2021-06-23,-0.00641,0.001301,,,,
2021-06-24,0.009614,0.004641,,,,
2021-06-25,0.00213,0.003557,,,,
2021-06-28,-0.006377,-0.000368,,,,
2021-06-29,0.000252,0.00426,,,,
2021-06-30,-0.007674,-0.000481,,,,
2021-07-01,0.002409,0.003578,,,,
2021-07-02,0.003415,0.006423,,,,
2021-07-06,-0.006554,-0.001908,,,,
2021-07-07,0.005455,0.004687,,,,
2021-07-08,-0.012871,-0.008063,,,,
2021-07-09,0.017001,0.011599,,,,
2021-07-12,0.004274,0.002957,,,,
2021-07-13,-0.005257,0.003668,,,,
2021-07-14,0.002265,-0.004305,,,,
2021-07-15,-0.009541,-0.001531,,,,
2021-07-16,-0.007351,-0.003563,,,,
2021-07-19,-0.018131,-0.019805,,,,
2021-07-20,0.007282,0.011223,,,,
2021-07-21,0.015234,0.008495,,,,
